282,"Mano Dayak International Airport","Agadez","Niger","AJY","DRZA",16.965999603271484,8.000109672546387,1657,1,"N","Africa/Niamey","airport","OurAirports"
286,"Monastir Habib Bourguiba International Airport","Monastir","Tunisia","MIR","DTMB",35.75809860229492,10.75469970703125,9,1,"E","Africa/Tunis","airport","OurAirports"
287,"Tunis Carthage International Airport","Tunis","Tunisia","TUN","DTTA",36.85100173950195,10.22719955444336,22,1,"E","Africa/Tunis","airport","OurAirports"
290,"Gafsa Ksar International Airport","Gafsa","Tunisia","GAF","DTTF",34.422000885009766,8.822500228881836,1060,1,"E","Africa/Tunis","airport","OurAirports"
291,"Gabès Matmata International Airport","Gabes","Tunisia","GAE","DTTG",33.87689971923828,10.103300094604492,26,1,"E","Africa/Tunis","airport","OurAirports"
293,"Djerba Zarzis International Airport","Djerba","Tunisia","DJE","DTTJ",33.875,10.775500297546387,19,1,"E","Africa/Tunis","airport","OurAirports"
295,"Sfax Thyna International Airport","Sfax","Tunisia","SFA","DTTX",34.71799850463867,10.690999984741211,85,1,"E","Africa/Tunis","airport","OurAirports"
296,"Tozeur Nefta International Airport","Tozeur","Tunisia","TOE","DTTZ",33.939701080322266,8.110560417175293,287,1,"E","Africa/Tunis","airport","OurAirports"
297,"Niamtougou International Airport","Niatougou","Togo","LRL","DXNG",9.767330169677734,1.091249942779541,1515,0,"N","Africa/Lome","airport","OurAirports"
299,"Antwerp International Airport (Deurne)","Antwerp","Belgium","ANR","EBAW",51.1893997192,4.46027994156,39,1,"E","Europe/Brussels","airport","OurAirports"
310,"Ostend-Bruges International Airport","Ostend","Belgium","OST","EBOS",51.198898315399994,2.8622200489,13,1,"E","Europe/Brussels","airport","OurAirports"
343,"Berlin-Tempelhof International Airport","Berlin","Germany","THF","EDDI",52.472999572753906,13.403900146484375,167,1,"E","Europe/Berlin","airport","OurAirports"
415,"Lennart Meri Tallinn Airport","Tallinn-ulemiste International","Estonia","TLL","EETN",59.41329956049999,24.832799911499997,131,2,"E","Europe/Tallinn","airport","OurAirports"
465,"Belfast International Airport","Belfast","United Kingdom","BFS","EGAA",54.6575012207,-6.2158298492399995,268,0,"E","Europe/London","airport","OurAirports"
469,"Birmingham International Airport","Birmingham","United Kingdom","BHX","EGBB",52.453899383499994,-1.74802994728,327,0,"E","Europe/London","airport","OurAirports"
488,"Cardiff International Airport","Cardiff","United Kingdom","CWL","EGFF",51.39670181274414,-3.343329906463623,220,0,"E","Europe/London","airport","OurAirports"
510,"Kent International Airport","Manston","United Kingdom","MSE","EGMH",51.342201,1.34611,178,0,"E","Europe/London","airport","OurAirports"
514,"Blackpool International Airport","Blackpool","United Kingdom","BLK","EGNH",53.77170181274414,-3.0286099910736084,34,0,"E","Europe/London","airport","OurAirports"
534,"Glasgow International Airport","Glasgow","United Kingdom","GLA","EGPF",55.8718986511,-4.43306016922,26,0,"E","Europe/London","airport","OurAirports"
547,"Norwich International Airport","Norwich","United Kingdom","NWI","EGSH",52.6758003235,1.28278005123,117,0,"E","Europe/London","airport","OurAirports"
552,"Exeter International Airport","Exeter","United Kingdom","EXT","EGTE",50.73440170288086,-3.4138898849487305,102,0,"E","Europe/London","airport","OurAirports"
629,"Luxembourg-Findel International Airport","Luxemburg","Luxembourg","LUX","ELLX",49.6233333,6.2044444,1234,1,"E","Europe/Luxembourg","airport","OurAirports"
669,"Kraków John Paul II International Airport","Krakow","Poland","KRK","EPKK",50.077702,19.7848,791,1,"E","Europe/Warsaw","airport","OurAirports"
671,"Katowice International Airport","Katowice","Poland","KTW","EPKT",50.4743,19.08,995,1,"E","Europe/Warsaw","airport","OurAirports"
794,"Bram Fischer International Airport","Bloemfontein","South Africa","BFN","FABL",-29.092699050900002,26.302400589,4458,2,"U","Africa/Johannesburg","airport","OurAirports"
797,"Cape Town International Airport","Cape Town","South Africa","CPT","FACT",-33.9648017883,18.6016998291,151,2,"U","Africa/Johannesburg","airport","OurAirports"
799,"King Shaka International Airport","Durban","South Africa","DUR","FALE",-29.6144444444,31.1197222222,295,2,"U","Africa/Johannesburg","airport","OurAirports"
813,"OR Tambo International Airport","Johannesburg","South Africa","JNB","FAOR",-26.1392,28.246,5558,2,"U","Africa/Johannesburg","airport","OurAirports"
844,"Pilanesberg International Airport","Pilanesberg","South Africa","NTY","FAPN",-25.333799362199997,27.173400878900004,3412,2,"U","Africa/Johannesburg","airport","OurAirports"
845,"Polokwane International Airport","Potgietersrus","South Africa","PTG","FAPP",-23.845269,29.458615,4076,2,"U","Africa/Johannesburg","airport","OurAirports"
881,"Sir Seretse Khama International Airport","Gaberone","Botswana","GBE","FBSK",-24.555201,25.9182,3299,2,"U","Africa/Gaborone","airport","OurAirports"
888,"Bangui M'Poko International Airport","Bangui","Central African Republic","BGF","FEFF",4.39847993850708,18.518800735473633,1208,1,"N","Africa/Bangui","airport","OurAirports"
893,"Sir Seewoosagur Ramgoolam International Airport","Plaisance","Mauritius","MRU","FIMP",-20.430201,57.683601,186,4,"N","Indian/Mauritius","airport","OurAirports"
897,"Douala International Airport","Douala","Cameroon","DLA","FKKD",4.0060801506,9.719479560849999,33,1,"N","Africa/Douala","airport","OurAirports"
901,"Garoua International Airport","Garoua","Cameroon","GOU","FKKR",9.33588981628418,13.370100021362305,794,1,"N","Africa/Douala","airport","OurAirports"
907,"Kenneth Kaunda International Airport Lusaka","Lusaka","Zambia","LUN","FLLS",-15.3308000565,28.4526004791,3779,2,"U","Africa/Lusaka","airport","OurAirports"
910,"Simon Mwansa Kapwepwe International Airport","Ndola","Zambia","NLA","FLND",-12.998100280762,28.66489982605,4167,2,"U","Africa/Lusaka","airport","OurAirports"
912,"Prince Said Ibrahim International Airport","Moroni","Comoros","HAH","FMCH",-11.5337,43.2719,93,3,"U","Indian/Comoro","airport","OurAirports"
915,"Dzaoudzi Pamandzi International Airport","Dzaoudzi","Mayotte","DZA","FMCZ",-12.804699897766113,45.28110122680664,23,3,"U","Indian/Mayotte","airport","OurAirports"
970,"Libreville Leon M'ba International Airport","Libreville","Gabon","LBV","FOOL",0.458600014448,9.412280082699999,39,1,"N","Africa/Libreville","airport","OurAirports"
971,"M'Vengue El Hadj Omar Bongo Ondimba International Airport","Franceville","Gabon","MVB","FOON",-1.6561599969863892,13.437999725341797,1450,1,"N","Africa/Libreville","airport","OurAirports"
973,"São Tomé International Airport","Sao Tome","Sao Tome and Principe","TMS","FPST",0.3781749904155731,6.7121500968933105,33,0,"N","Africa/Sao_Tome","airport","OurAirports"
994,"Seychelles International Airport","Mahe","Seychelles","SEZ","FSIA",-4.67434,55.521801,10,4,"U","Indian/Mahe","airport","OurAirports"
999,"N'Djamena International Airport","N'djamena","Chad","NDJ","FTTJ",12.1337,15.034,968,1,"N","Africa/Ndjamena","airport","OurAirports"
1001,"Joshua Mqabuko Nkomo International Airport","Bulawayo","Zimbabwe","BUQ","FVBU",-20.017401,28.617901,4359,2,"U","Africa/Harare","airport","OurAirports"
1004,"Victoria Falls International Airport","Victoria Falls","Zimbabwe","VFA","FVFA",-18.09589958190918,25.839000701904297,3490,2,"U","Africa/Harare","airport","OurAirports"
1005,"Robert Gabriel Mugabe International Airport","Harare","Zimbabwe","HRE","FVHA",-17.931801,31.0928,4887,2,"U","Africa/Harare","airport","OurAirports"
1006,"Kariba International Airport","Kariba","Zimbabwe","KAB","FVKB",-16.519800186157227,28.885000228881836,1706,2,"U","Africa/Harare","airport","OurAirports"
1009,"Masvingo International Airport","Masvingo","Zimbabwe","MVZ","FVMV",-20.055299758911133,30.859100341796875,3595,2,"U","Africa/Harare","airport","OurAirports"
1013,"Chileka International Airport","Blantyre","Malawi","BLZ","FWCL",-15.679100036621094,34.9739990234375,2555,2,"U","Africa/Blantyre","airport","OurAirports"
1016,"Lilongwe International Airport","Lilongwe","Malawi","LLW","FWKI",-13.7894001007,33.78099823,4035,2,"U","Africa/Blantyre","airport","OurAirports"
1018,"Moshoeshoe I International Airport","Maseru","Lesotho","MSU","FXMM",-29.462299346923828,27.552499771118164,5348,2,"U","Africa/Maseru","airport","OurAirports"
1020,"Ndjili International Airport","Kinshasa","Congo (Kinshasa)","FIH","FZAA",-4.38575,15.4446,1027,1,"N","Africa/Kinshasa","airport","OurAirports"
1031,"Bangoka International Airport","Kisangani","Congo (Kinshasa)","FKI","FZIC",0.481638997793,25.3379993439,1417,2,"U","Africa/Lubumbashi","airport","OurAirports"
1036,"Goma International Airport","Goma","Congo (Kinshasa)","GOM","FZNA",-1.6708099842071533,29.238500595092773,5089,2,"U","Africa/Kigali","airport","OurAirports"
1038,"Lubumbashi International Airport","Lubumashi","Congo (Kinshasa)","FBM","FZQA",-11.5913000107,27.5308990479,4295,2,"U","Africa/Lubumbashi","airport","OurAirports"
1044,"Modibo Keita International Airport","Bamako","Mali","BKO","GABS",12.5335,-7.94994,1247,0,"N","Africa/Bamako","airport","OurAirports"
1050,"Banjul International Airport","Banjul","Gambia","BJL","GBYD",13.338000297546387,-16.65220069885254,95,0,"N","Africa/Banjul","airport","OurAirports"
1059,"Lungi International Airport","Freetown","Sierra Leone","FNA","GFLL",8.61644,-13.1955,84,0,"N","Africa/Freetown","airport","OurAirports"
1063,"Roberts International Airport","Monrovia","Liberia","ROB","GLRB",6.23379,-10.3623,31,0,"N","Africa/Monrovia","airport","OurAirports"
1074,"Mohammed V International Airport","Casablanca","Morocco","CMN","GMMN",33.36750030517578,-7.589970111846924,656,0,"N","Africa/Casablanca","airport","OurAirports"
1084,"Léopold Sédar Senghor International Airport","Dakar","Senegal","DKR","GOOY",14.739700317382812,-17.49020004272461,85,0,"N","Africa/Dakar","airport","OurAirports"
1094,"Nouakchott–Oumtounsy International Airport","Nouakschott","Mauritania","NKC","GQNO",18.31,-15.9697222,9,0,"N","Africa/Nouakchott","airport","OurAirports"
1096,"Atar International Airport","Atar","Mauritania","ATR","GQPA",20.506799697875977,-13.04319953918457,734,0,"N","Africa/Nouakchott","airport","OurAirports"
1097,"Nouadhibou International Airport","Nouadhibou","Mauritania","NDB","GQPP",20.9330997467041,-17.030000686645508,24,0,"N","Africa/Nouakchott","airport","OurAirports"
1102,"Amílcar Cabral International Airport","Amilcar Cabral","Cape Verde","SID","GVAC",16.7414,-22.9494,177,-1,"U","Atlantic/Cape_Verde","airport","OurAirports"
1107,"Addis Ababa Bole International Airport","Addis Ababa","Ethiopia","ADD","HAAB",8.97789001465,38.799301147499996,7630,3,"U","Africa/Addis_Ababa","airport","OurAirports"
1112,"Aba Tenna Dejazmach Yilma International Airport","Dire Dawa","Ethiopia","DIR","HADR",9.624699592590332,41.85419845581055,3827,3,"U","Africa/Addis_Ababa","airport","OurAirports"
1120,"Bujumbura International Airport","Bujumbura","Burundi","BJM","HBBA",-3.3240199089050293,29.318500518798828,2582,2,"U","Africa/Bujumbura","airport","OurAirports"
1121,"Egal International Airport","Hargeisa","Somalia","HGA","HCMH",9.518170356750488,44.08879852294922,4423,3,"U","Africa/Mogadishu","airport","OurAirports"
1128,"Cairo International Airport","Cairo","Egypt","CAI","HECA",30.12190055847168,31.40559959411621,382,2,"U","Africa/Cairo","airport","OurAirports"
1130,"Hurghada International Airport","Hurghada","Egypt","HRG","HEGN",27.178300857543945,33.799400329589844,52,2,"U","Africa/Cairo","airport","OurAirports"
1132,"Luxor International Airport","Luxor","Egypt","LXR","HELX",25.671,32.7066,294,2,"U","Africa/Cairo","airport","OurAirports"
1135,"St Catherine International Airport","St. Catherine","Egypt","SKV","HESC",28.685300827,34.0625,4368,2,"U","Africa/Cairo","airport","OurAirports"
1136,"Aswan International Airport","Aswan","Egypt","ASW","HESN",23.9643993378,32.8199996948,662,2,"U","Africa/Cairo","airport","OurAirports"
1138,"Eldoret International Airport","Eldoret","Kenya","EDL","HKEL",0.4044579863548279,35.23889923095703,6941,3,"U","Africa/Nairobi","airport","OurAirports"
1145,"Mombasa Moi International Airport","Mombasa","Kenya","MBA","HKMO",-4.034830093383789,39.594200134277344,200,3,"U","Africa/Nairobi","airport","OurAirports"
1154,"Benina International Airport","Benghazi","Libya","BEN","HLLB",32.096801757799994,20.2695007324,433,2,"N","Africa/Tripoli","airport","OurAirports"
1157,"Tripoli International Airport","Tripoli","Libya","TIP","HLLT",32.6635017395,13.1590003967,263,2,"N","Africa/Tripoli","airport","OurAirports"
1165,"Kigali International Airport","Kigali","Rwanda","KGL","HRYR",-1.96863,30.1395,4859,2,"U","Africa/Kigali","airport","OurAirports"
1173,"Juba International Airport","Juba","South Sudan","JUB","HSSJ",4.87201023102,31.6011009216,1513,3,"U","Africa/Juba","airport","OurAirports"
1175,"Khartoum International Airport","Khartoum","Sudan","KRT","HSSS",15.589500427246094,32.553199768066406,1265,3,"U","Africa/Khartoum","airport","OurAirports"
1177,"Julius Nyerere International Airport","Dar Es Salaam","Tanzania","DAR","HTDA",-6.87811,39.202599,182,3,"U","Africa/Dar_es_Salaam","airport","OurAirports"
1180,"Kilimanjaro International Airport","Kilimanjaro","Tanzania","JRO","HTKJ",-3.42940998077,37.0745010376,2932,3,"U","Africa/Dar_es_Salaam","airport","OurAirports"
1186,"Abeid Amani Karume International Airport","Zanzibar","Tanzania","ZNZ","HTZA",-6.22202,39.224899,54,3,"U","Africa/Dar_es_Salaam","airport","OurAirports"
1187,"Entebbe International Airport","Entebbe","Uganda","EBB","HUEN",0.042386,32.443501,3782,3,"U","Africa/Kampala","airport","OurAirports"
1190,"Tirana International Airport Mother Teresa","Tirana","Albania","TIA","LATI",41.4146995544,19.7206001282,126,1,"E","Europe/Tirane","airport","OurAirports"
1193,"Plovdiv International Airport","Plovdiv","Bulgaria","PDV","LBPD",42.067799,24.8508,597,2,"E","Europe/Sofia","airport","OurAirports"
1197,"Larnaca International Airport","Larnaca","Cyprus","LCA","LCLK",34.875099182128906,33.624900817871094,8,2,"E","Asia/Nicosia","airport","OurAirports"
1198,"Paphos International Airport","Paphos","Cyprus","PFO","LCPH",34.71799850463867,32.48569869995117,41,2,"E","Asia/Nicosia","airport","OurAirports"
1212,"Alicante International Airport","Alicante","Spain","ALC","LEAL",38.28219985961914,-0.5581560134887695,142,1,"E","Europe/Madrid","airport","OurAirports"
1213,"Almería International Airport","Almeria","Spain","LEI","LEAM",36.84389877319336,-2.3701000213623047,70,1,"E","Europe/Madrid","airport","OurAirports"
1218,"Barcelona International Airport","Barcelona","Spain","BCN","LEBL",41.2971,2.07846,12,1,"E","Europe/Madrid","airport","OurAirports"
1382,"Charles de Gaulle International Airport","Paris","France","CDG","LFPG",49.012798,2.55,392,1,"E","Europe/Paris","airport","OurAirports"
1452,"Heraklion International Nikos Kazantzakis Airport","Heraklion","Greece","HER","LGIR",35.3396987915,25.180299758900002,115,2,"E","Europe/Athens","airport","OurAirports"
1460,"Ioannis Kapodistrias International Airport","Kerkyra/corfu","Greece","CFU","LGKR",39.601898193359375,19.911699295043945,6,2,"E","Europe/Athens","airport","OurAirports"
1462,"Alexander the Great International Airport","Kavala","Greece","KVA","LGKV",40.913299560546875,24.619199752807617,18,2,"E","Europe/Athens","airport","OurAirports"
1469,"Mytilene International Airport","Mytilini","Greece","MJT","LGMT",39.0567016602,26.5983009338,60,2,"E","Europe/Athens","airport","OurAirports"
1474,"Chania International Airport","Chania","Greece","CHQ","LGSA",35.531700134277344,24.149700164794922,490,2,"E","Europe/Athens","airport","OurAirports"
1486,"Thessaloniki Macedonia International Airport","Thessaloniki","Greece","SKG","LGTS",40.51969909667969,22.97089958190918,22,2,"E","Europe/Athens","airport","OurAirports"
1488,"Zakynthos International Airport ""Dionysios Solomos""","Zakynthos","Greece","ZTH","LGZA",37.7509,20.8843,15,2,"E","Europe/Athens","airport","OurAirports"
1489,"Budapest Liszt Ferenc International Airport","Budapest","Hungary","BUD","LHBP",47.42976,19.261093,495,1,"E","Europe/Budapest","airport","OurAirports"
1490,"Debrecen International Airport","Debrecen","Hungary","DEB","LHDC",47.48889923095703,21.615299224853516,359,1,"E","Europe/Budapest","airport","OurAirports"
1505,"Pescara International Airport","Pescara","Italy","PSR","LIBP",42.431702,14.1811,48,1,"E","Europe/Rome","airport","OurAirports"
1524,"Malpensa International Airport","Milano","Italy","MXP","LIMC",45.6306,8.72811,768,1,"E","Europe/Rome","airport","OurAirports"
1525,"Il Caravaggio International Airport","Bergamo","Italy","BGY","LIME",45.673901,9.70417,782,1,"E","Europe/Rome","airport","OurAirports"
1527,"Villanova D'Albenga International Airport","Albenga","Italy","ALL","LIMG",44.050598,8.12743,148,1,"E","Europe/Rome","airport","OurAirports"
1534,"Cuneo International Airport","Cuneo","Italy","CUF","LIMZ",44.547001,7.62322,1267,1,"E","Europe/Rome","airport","OurAirports"
1546,"Federico Fellini International Airport","Rimini","Italy","RMI","LIPR",44.020302,12.6117,40,1,"E","Europe/Rome","airport","OurAirports"
1553,"Ciampino–G. B. Pastine International Airport","Rome","Italy","CIA","LIRA",41.7994,12.5949,427,1,"E","Europe/Rome","airport","OurAirports"
1561,"Naples International Airport","Naples","Italy","NAP","LIRN",40.886002,14.2908,294,1,"E","Europe/Rome","airport","OurAirports"
1562,"Pisa International Airport","Pisa","Italy","PSA","LIRP",43.683899,10.3927,6,1,"E","Europe/Rome","airport","OurAirports"
1567,"Perugia San Francesco d'Assisi – Umbria International Airport","Perugia","Italy","PEG","LIRZ",43.095901,12.5132,697,1,"E","Europe/Rome","airport","OurAirports"
1579,"Karlovy Vary International Airport","Karlovy Vary","Czech Republic","KLV","LKKV",50.202999114990234,12.914999961853027,1989,1,"E","Europe/Prague","airport","OurAirports"
1590,"Ben Gurion International Airport","Tel-aviv","Israel","TLV","LLBG",32.01139831542969,34.88669967651367,135,2,"E","Asia/Jerusalem","airport","OurAirports"
1596,"Haifa International Airport","Haifa","Israel","HFA","LLHA",32.80939865112305,35.04309844970703,28,2,"E","Asia/Jerusalem","airport","OurAirports"
1602,"Ovda International Airport","Ovda","Israel","VDA","LLOV",29.94029998779297,34.93579864501953,1492,2,"E","Asia/Jerusalem","airport","OurAirports"
1606,"Malta International Airport","Malta","Malta","MLA","LMML",35.857498,14.4775,300,1,"E","Europe/Malta","airport","OurAirports"
1613,"Vienna International Airport","Vienna","Austria","VIE","LOWW",48.110298156738,16.569700241089,600,1,"E","Europe/Vienna","airport","OurAirports"
1645,"Mostar International Airport","Mostar","Bosnia and Herzegovina","OMO","LQMO",43.282901763916016,17.84589958190918,156,1,"E","Europe/Sarajevo","airport","OurAirports"
1646,"Sarajevo International Airport","Sarajevo","Bosnia and Herzegovina","SJJ","LQSA",43.82460021972656,18.331499099731445,1708,1,"E","Europe/Sarajevo","airport","OurAirports"
1647,"Arad International Airport","Arad","Romania","ARW","LRAR",46.17660140991211,21.261999130249023,352,2,"E","Europe/Bucharest","airport","OurAirports"
1650,"Băneasa International Airport","Bucharest","Romania","BBU","LRBS",44.50320053100586,26.102100372314453,297,2,"E","Europe/Bucharest","airport","OurAirports"
1651,"Mihail Kogălniceanu International Airport","Constanta","Romania","CND","LRCK",44.36220169067383,28.488300323486328,353,2,"E","Europe/Bucharest","airport","OurAirports"
1652,"Cluj-Napoca International Airport","Cluj-napoca","Romania","CLJ","LRCL",46.78519821166992,23.686199188232422,1036,2,"E","Europe/Bucharest","airport","OurAirports"
1656,"Oradea International Airport","Oradea","Romania","OMR","LROD",47.025299072265625,21.90250015258789,465,2,"E","Europe/Bucharest","airport","OurAirports"
1657,"Henri Coandă International Airport","Bucharest","Romania","OTP","LROP",44.5711111,26.085,314,2,"E","Europe/Bucharest","airport","OurAirports"
1658,"Sibiu International Airport","Sibiu","Romania","SBZ","LRSB",45.78559875488281,24.091299057006836,1496,2,"E","Europe/Bucharest","airport","OurAirports"
1662,"Transilvania Târgu Mureş International Airport","Tirgu Mures","Romania","TGM","LRTM",46.46770095825195,24.412500381469727,963,2,"E","Europe/Bucharest","airport","OurAirports"
1665,"Geneva Cointrin International Airport","Geneva","Switzerland","GVA","LSGG",46.23809814453125,6.108950138092041,1411,1,"E","Europe/Paris","airport","OurAirports"
1682,"Esenboğa International Airport","Ankara","Turkey","ESB","LTAC",40.128101348899996,32.995098114,3125,3,"E","Europe/Istanbul","airport","OurAirports"
1688,"Antalya International Airport","Antalya","Turkey","AYT","LTAI",36.898701,30.800501,177,3,"E","Europe/Istanbul","airport","OurAirports"
1689,"Gaziantep International Airport","Gaziantep","Turkey","GZT","LTAJ",36.9472007751,37.4786987305,2315,3,"E","Europe/Istanbul","airport","OurAirports"
1701,"Atatürk International Airport","Istanbul","Turkey","ISL","LTBA",40.976898,28.8146,163,3,"E","Europe/Istanbul","airport","OurAirports"
1706,"Adnan Menderes International Airport","Izmir","Turkey","ADB","LTBJ",38.2924003601,27.156999588,412,3,"E","Europe/Istanbul","airport","OurAirports"
1715,"Dalaman International Airport","Dalaman","Turkey","DLM","LTBS",36.7131004333,28.7924995422,20,3,"E","Europe/Istanbul","airport","OurAirports"
1724,"Erzurum International Airport","Erzurum","Turkey","ERZ","LTCE",39.9565010071,41.17020034789999,5763,3,"E","Europe/Istanbul","airport","OurAirports"
1726,"Trabzon International Airport","Trabzon","Turkey","TZX","LTCG",40.99509811401367,39.78969955444336,104,3,"E","Europe/Istanbul","airport","OurAirports"
1734,"Bălți International Airport","Saltsy","Moldova","BZY","LUBL",47.843056,27.777222,758,2,"E","Europe/Chisinau","airport","OurAirports"
1735,"Chişinău International Airport","Chisinau","Moldova","KIV","LUKK",46.92770004272461,28.930999755859375,399,2,"E","Europe/Chisinau","airport","OurAirports"
1742,"Priština International Airport","Pristina","Serbia","PRN","BKPR",42.5728,21.035801,1789,1,"E","Europe/Belgrade","airport","OurAirports"
1744,"Vršac International Airport","Vrsac","Serbia",\N,"LYVR",45.1469,21.3099,276,1,"E","Europe/Belgrade","airport","OurAirports"
1757,"Maria Montez International Airport","Barahona","Dominican Republic","BRX","MDBH",18.25149917602539,-71.12039947509766,10,-4,"U","America/Santo_Domingo","airport","OurAirports"
1759,"Casa De Campo International Airport","La Romana","Dominican Republic","LRM","MDLR",18.450700759887695,-68.91179656982422,240,-4,"U","America/Santo_Domingo","airport","OurAirports"
1760,"Punta Cana International Airport","Punta Cana","Dominican Republic","PUJ","MDPC",18.567399978599997,-68.36340332030001,47,-4,"U","America/Santo_Domingo","airport","OurAirports"
